city,area,num,owner,provice,post,type
昆明,0871,1361871,中国移动,云南,650000,"GSM
"
大理,0872,1361872,中国移动,云南,671000,"GSM
"
红河,0873,1361873,中国移动,云南,661400,"GSM
"
曲靖,0874,1361874,中国移动,云南,655000,"GSM
"
保山,0875,1361875,中国移动,云南,678000,"GSM
"
文山,0876,1361876,中国移动,云南,663000,"GSM
"
玉溪,0877,1361877,中国移动,云南,653100,"GSM
"
惠州,0752,1363193,中国移动,广东,516000,"GSM
"
惠州,0752,1363194,中国移动,广东,516000,"GSM
"
惠州,0752,1363195,中国移动,广东,516000,"GSM
"
惠州,0752,1363196,中国移动,广东,516000,"GSM
"
惠州,0752,1363197,中国移动,广东,516000,"GSM
"
长春,0431,1361073,中国移动,吉林,130000,"GSM
"
长春,0431,1361074,中国移动,吉林,130000,"GSM
"
吉林,0432,1361075,中国移动,吉林,132000,"GSM
"
吉林,0432,1361076,中国移动,吉林,132000,"GSM
"
延边,0433,1361077,中国移动,吉林,133000,"GSM
"
长春,0431,1361078,中国移动,吉林,130000,"GSM
"
长春,0431,1361079,中国移动,吉林,130000,"GSM
"
长春,0431,1361430,中国移动,吉林,130000,"GSM
"
长春,0431,1361431,中国移动,吉林,130000,"GSM
"
吉林,0432,1361432,中国移动,吉林,132000,"GSM
"
延边,0433,1361433,中国移动,吉林,133000,"GSM
"
楚雄,0878,1361878,中国移动,云南,675000,"GSM
"
思茅,0879,1361879,中国移动,云南,665000,"GSM
"
大理,0872,1361880,中国移动,云南,671000,"GSM
"
西双版纳,0691,1361881,中国移动,云南,666100,"GSM
"
德宏,0692,1361882,中国移动,云南,678400,"GSM
"
临沧,0883,1361883,中国移动,云南,677000,"GSM
"
曲靖,0874,1361884,中国移动,云南,655000,"GSM
"
红河,0873,1361885,中国移动,云南,661400,"GSM
"
怒江,0886,1361886,中国移动,云南,673100,"GSM
"
迪庆,0887,1361887,中国移动,云南,674400,"GSM
"
丽江,0888,1361888,中国移动,云南,674100,"GSM
"
玉溪,0877,1361889,中国移动,云南,653100,"GSM
"
,,,,,,
北京,010,1361100,中国移动,北京,100000,"GSM
"
北京,010,1361101,中国移动,北京,100000,"GSM
"
北京,010,1361102,中国移动,北京,100000,"GSM
"
,,,,,,
呼伦贝尔,0470,1361470,中国移动,内蒙古,21000,"GSM
"
呼和浩特,0471,1361471,中国移动,内蒙古,10000,"GSM
"
包头,0472,1361472,中国移动,内蒙古,14000,"GSM
"
乌海,0473,1361473,中国移动,内蒙古,16000,"GSM
"
乌兰察布,0474,1361474,中国移动,内蒙古,12000,"GSM
"
通辽,0475,1361475,中国移动,内蒙古,28000,"GSM
"
赤峰,0476,1361476,中国移动,内蒙古,24000,"GSM
"
,,,,,,
上海,021,1361160,中国移动,上海,200000,"GSM
"
上海,021,1361161,中国移动,上海,200000,"GSM
"
上海,021,1361162,中国移动,上海,200000,"GSM
"
上海,021,1361163,中国移动,上海,200000,"GSM
"
上海,021,1361164,中国移动,上海,200000,"GSM
"
上海,021,1361165,中国移动,上海,200000,"GSM
"
上海,021,1361166,中国移动,上海,200000,"GSM
"
上海,021,1361167,中国移动,上海,200000,"GSM
"
,,,,,,
哈尔滨,0451,1364450,中国移动,黑龙江,150000,"GSM
"
哈尔滨,0451,1364451,中国移动,黑龙江,150000,"GSM
"
齐齐哈尔,0452,1364452,中国移动,黑龙江,161000,"GSM
"
牡丹江,0453,1364453,中国移动,黑龙江,157000,"GSM
"
,,,,,,
重庆,023,1361760,中国移动,重庆,400000,"GSM
"
重庆,023,1361761,中国移动,重庆,400000,"GSM
"
重庆,023,1361762,中国移动,重庆,400000,"GSM
"
重庆,023,1361763,中国移动,重庆,400000,"GSM
"
重庆,023,1361764,中国移动,重庆,400000,"GSM
"
重庆,023,1361765,中国移动,重庆,400000,"GSM
"
重庆,023,1361766,中国移动,重庆,400000,"GSM
"
重庆,023,1361767,中国移动,重庆,400000,"GSM
"
惠州,0752,1363198,中国移动,广东,516000,"GSM
"
惠州,0752,1363199,中国移动,广东,516000,"GSM
"
潮州,0768,1363200,中国移动,广东,521000,"GSM
"
潮州,0768,1363201,中国移动,广东,521000,"GSM
"
潮州,0768,1363202,中国移动,广东,521000,"GSM
"
潮州,0768,1363203,中国移动,广东,521000,"GSM
"
潮州,0768,1363204,中国移动,广东,521000,"GSM
"
四平,0434,1361434,中国移动,吉林,136000,"GSM
"
通化,0435,1361435,中国移动,吉林,134000,"GSM
"
白城,0436,1361436,中国移动,吉林,137000,"GSM
"
辽源,0437,1361437,中国移动,吉林,136200,"GSM
"
松原,0438,1361438,中国移动,吉林,138000,"GSM
"
白山,0439,1361439,中国移动,吉林,134300,"GSM
"
长春,0431,1361440,中国移动,吉林,130000,"GSM
"
长春,0431,1361441,中国移动,吉林,130000,"GSM
"
吉林,0432,1361442,中国移动,吉林,132000,"GSM
"
延边,0433,1361443,中国移动,吉林,133000,"GSM
"
四平,0434,1361444,中国移动,吉林,136000,"GSM
"
德宏,0692,1361940,中国移动,云南,678400,"GSM
"
西双版纳,0691,1361941,中国移动,云南,666100,"GSM
"
大理,0872,1361942,中国移动,云南,671000,"GSM
"
红河,0873,1361943,中国移动,云南,661400,"GSM
"
曲靖,0874,1361944,中国移动,云南,655000,"GSM
"
保山,0875,1361945,中国移动,云南,678000,"GSM
"
文山,0876,1361946,中国移动,云南,663000,"GSM
"
玉溪,0877,1361947,中国移动,云南,653100,"GSM
"
楚雄,0878,1361948,中国移动,云南,675000,"GSM
"
思茅,0879,1361949,中国移动,云南,665000,"GSM
"
昆明,0871,1361960,中国移动,云南,650000,"GSM
"
昆明,0871,1361961,中国移动,云南,650000,"GSM
"
北京,010,1361103,中国移动,北京,100000,"GSM
"
北京,010,1361104,中国移动,北京,100000,"GSM
"
北京,010,1361105,中国移动,北京,100000,"GSM
"
北京,010,1361106,中国移动,北京,100000,"GSM
"
北京,010,1361107,中国移动,北京,100000,"GSM
"
北京,010,1361108,中国移动,北京,100000,"GSM
"
鄂尔多斯,0477,1361477,中国移动,内蒙古,17000,"GSM
"
巴彦淖尔,0478,1361478,中国移动,内蒙古,15000,"GSM
"
锡林郭勒盟,0479,1361479,中国移动,内蒙古,26000,"GSM
"
呼伦贝尔,0470,1361480,中国移动,内蒙古,21000,"GSM
"
呼和浩特,0471,1361481,中国移动,内蒙古,10000,"GSM
"
包头,0472,1361482,中国移动,内蒙古,14000,"GSM
"
阿拉善盟,0483,1361483,中国移动,内蒙古,737300,"GSM
"
乌兰察布,0474,1361484,中国移动,内蒙古,12000,"GSM
"
通辽,0475,1361485,中国移动,内蒙古,28000,"GSM
"
赤峰,0476,1361486,中国移动,内蒙古,24000,"GSM
"
鄂尔多斯,0477,1361487,中国移动,内蒙古,17000,"GSM
"
上海,021,1361168,中国移动,上海,200000,"GSM
"
上海,021,1361169,中国移动,上海,200000,"GSM
"
上海,021,1361170,中国移动,上海,200000,"GSM
"
上海,021,1361171,中国移动,上海,200000,"GSM
"
上海,021,1361172,中国移动,上海,200000,"GSM
"
上海,021,1361173,中国移动,上海,200000,"GSM
"
上海,021,1361174,中国移动,上海,200000,"GSM
"
上海,021,1361175,中国移动,上海,200000,"GSM
"
上海,021,1361176,中国移动,上海,200000,"GSM
"
上海,021,1361177,中国移动,上海,200000,"GSM
"
上海,021,1361178,中国移动,上海,200000,"GSM
"
上海,021,1361179,中国移动,上海,200000,"GSM
"
佳木斯,0454,1364454,中国移动,黑龙江,154000,"GSM
"
绥化,0455,1364455,中国移动,黑龙江,152000,"GSM
"
哈尔滨,0451,1364456,中国移动,黑龙江,150000,"GSM
"
哈尔滨,0451,1364457,中国移动,黑龙江,150000,"GSM
"
哈尔滨,0451,1364458,中国移动,黑龙江,150000,"GSM
"
大庆,0459,1364459,中国移动,黑龙江,163000,"GSM
"
哈尔滨,0451,1364460,中国移动,黑龙江,150000,"GSM
"
哈尔滨,0451,1364461,中国移动,黑龙江,150000,"GSM
"
齐齐哈尔,0452,1364462,中国移动,黑龙江,161000,"GSM
"
牡丹江,0453,1364463,中国移动,黑龙江,157000,"GSM
"
哈尔滨,0451,1364464,中国移动,黑龙江,150000,"GSM
"
重庆,023,1361768,中国移动,重庆,400000,"GSM
"
重庆,023,1361769,中国移动,重庆,400000,"GSM
"
重庆,023,1361820,中国移动,重庆,400000,"GSM
"
重庆,023,1361821,中国移动,重庆,400000,"GSM
"
重庆,023,1361822,中国移动,重庆,400000,"GSM
"
江门,0750,1363205,中国移动,广东,529000,"GSM
"
江门,0750,1363206,中国移动,广东,529000,"GSM
"
江门,0750,1363207,中国移动,广东,529000,"GSM
"
江门,0750,1363208,中国移动,广东,529000,"GSM
"
江门,0750,1363209,中国移动,广东,529000,"GSM
"
广州,020,1363210,中国移动,广东,510000,"GSM
"
广州,020,1363211,中国移动,广东,510000,"GSM
"
广州,020,1363212,中国移动,广东,510000,"GSM
"
广州,020,1363213,中国移动,广东,510000,"GSM
"
广州,020,1363214,中国移动,广东,510000,"GSM
"
广州,020,1363215,中国移动,广东,510000,"GSM
"
通化,0435,1361445,中国移动,吉林,134000,"GSM
"
白城,0436,1361446,中国移动,吉林,137000,"GSM
"
长春,0431,1361447,中国移动,吉林,130000,"GSM
"
松原,0438,1361448,中国移动,吉林,138000,"GSM
"
白山,0439,1361449,中国移动,吉林,134300,"GSM
"
昆明,0871,1361962,中国移动,云南,650000,"GSM
"
昆明,0871,1361963,中国移动,云南,650000,"GSM
"
昆明,0871,1361964,中国移动,云南,650000,"GSM
"
昆明,0871,1361965,中国移动,云南,650000,"GSM
"
昆明,0871,1361966,中国移动,云南,650000,"GSM
"
昆明,0871,1361967,中国移动,云南,650000,"GSM
"
昆明,0871,1361968,中国移动,云南,650000,"GSM
"
北京,010,1361109,中国移动,北京,100000,"GSM
"
北京,010,1361110,中国移动,北京,100000,"GSM
"
北京,010,1361111,中国移动,北京,100000,"GSM
"
北京,010,1361112,中国移动,北京,100000,"GSM
"
北京,010,1361113,中国移动,北京,100000,"GSM
"
北京,010,1361114,中国移动,北京,100000,"GSM
"
北京,010,1361115,中国移动,北京,100000,"GSM
"
北京,010,1361116,中国移动,北京,100000,"GSM
"
北京,010,1361117,中国移动,北京,100000,"GSM
"
北京,010,1361118,中国移动,北京,100000,"GSM
"
北京,010,1361119,中国移动,北京,100000,"GSM
"
巴彦淖尔,0478,1361488,中国移动,内蒙古,15000,"GSM
"
锡林郭勒盟,0479,1361489,中国移动,内蒙古,26000,"GSM
"
上海,021,1361180,中国移动,上海,200000,"GSM
"
上海,021,1361181,中国移动,上海,200000,"GSM
"
上海,021,1361182,中国移动,上海,200000,"GSM
"
上海,021,1361183,中国移动,上海,200000,"GSM
"
上海,021,1361184,中国移动,上海,200000,"GSM
"
上海,021,1361185,中国移动,上海,200000,"GSM
"
上海,021,1361186,中国移动,上海,200000,"GSM
"
上海,021,1361187,中国移动,上海,200000,"GSM
"
上海,021,1361188,中国移动,上海,200000,"GSM
"
绥化,0455,1364465,中国移动,黑龙江,152000,"GSM
"
黑河,0456,1364466,中国移动,黑龙江,164300,"GSM
"
伊春,0458,1364467,中国移动,黑龙江,153000,"GSM
"
佳木斯,0454,1364468,中国移动,黑龙江,154000,"GSM
"
大庆,0459,1364469,中国移动,黑龙江,163000,"GSM
"
重庆,023,1361823,中国移动,重庆,400000,"GSM
"
重庆,023,1361824,中国移动,重庆,400000,"GSM
"
重庆,023,1361825,中国移动,重庆,400000,"GSM
"
重庆,023,1361826,中国移动,重庆,400000,"GSM
"
重庆,023,1361827,中国移动,重庆,400000,"GSM
"
重庆,023,1361828,中国移动,重庆,400000,"GSM
"
重庆,023,1361829,中国移动,重庆,400000,"GSM
"
重庆,023,1361830,中国移动,重庆,400000,"GSM
"
重庆,023,1361831,中国移动,重庆,400000,"GSM
"
重庆,023,1361832,中国移动,重庆,400000,"GSM
"
重庆,023,1361833,中国移动,重庆,400000,"GSM
"
重庆,023,1361834,中国移动,重庆,400000,"GSM
"
广州,020,1363216,中国移动,广东,510000,"GSM
"
广州,020,1363217,中国移动,广东,510000,"GSM
"
广州,020,1363218,中国移动,广东,510000,"GSM
"
广州,020,1363219,中国移动,广东,510000,"GSM
"
广州,020,1363220,中国移动,广东,510000,"GSM
"
广州,020,1363221,中国移动,广东,510000,"GSM
"
昆明,0871,1361969,中国移动,云南,650000,"GSM
"
北京,010,1361120,中国移动,北京,100000,"GSM
"
北京,010,1361121,中国移动,北京,100000,"GSM
"
北京,010,1361122,中国移动,北京,100000,"GSM
"
北京,010,1361123,中国移动,北京,100000,"GSM
"
北京,010,1361124,中国移动,北京,100000,"GSM
"
北京,010,1361125,中国移动,北京,100000,"GSM
"
北京,010,1361126,中国移动,北京,100000,"GSM
"
北京,010,1361127,中国移动,北京,100000,"GSM
"
北京,010,1361128,中国移动,北京,100000,"GSM
"
北京,010,1361129,中国移动,北京,100000,"GSM
"
北京,010,1361130,中国移动,北京,100000,"GSM
"
上海,021,1361189,中国移动,上海,200000,"GSM
"
上海,021,1361190,中国移动,上海,200000,"GSM
"
上海,021,1361191,中国移动,上海,200000,"GSM
"
上海,021,1361192,中国移动,上海,200000,"GSM
"
上海,021,1361193,中国移动,上海,200000,"GSM
"
上海,021,1361194,中国移动,上海,200000,"GSM
"
上海,021,1361195,中国移动,上海,200000,"GSM
"
上海,021,1361196,中国移动,上海,200000,"GSM
"
重庆,023,1361835,中国移动,重庆,400000,"GSM
"
重庆,023,1361836,中国移动,重庆,400000,"GSM
"
重庆,023,1361837,中国移动,重庆,400000,"GSM
"
重庆,023,1361838,中国移动,重庆,400000,"GSM
"
重庆,023,1361839,中国移动,重庆,400000,"GSM
"
广州,020,1363222,中国移动,广东,510000,"GSM
"
广州,020,1363223,中国移动,广东,510000,"GSM
"
广州,020,1363224,中国移动,广东,510000,"GSM
"
广州,020,1363225,中国移动,广东,510000,"GSM
"
广州,020,1363226,中国移动,广东,510000,"GSM
"
广州,020,1363227,中国移动,广东,510000,"GSM
"
广州,020,1363228,中国移动,广东,510000,"GSM
"
广州,020,1363229,中国移动,广东,510000,"GSM
"
广州,020,1363230,中国移动,广东,510000,"GSM
"
广州,020,1363231,中国移动,广东,510000,"GSM
"
广州,020,1363232,中国移动,广东,510000,"GSM
"
广州,020,1363233,中国移动,广东,510000,"GSM
"
,,,,,,
福州,0591,1364500,中国移动,福建,350000,"GSM
"
福州,0591,1364501,中国移动,福建,350000,"GSM
"
福州,0591,1364502,中国移动,福建,350000,"GSM
"
,,,,,,
咸阳,0910,1364910,中国移动,陕西,712000,"GSM
"
延安,0911,1364911,中国移动,陕西,716000,"GSM
"
榆林,0912,1364912,中国移动,陕西,719000,"GSM
"
渭南,0913,1364913,中国移动,陕西,714000,"GSM
"
商洛,0914,1364914,中国移动,陕西,726000,"GSM
"
安康,0915,1364915,中国移动,陕西,725000,"GSM
"
汉中,0916,1364916,中国移动,陕西,723000,"GSM
"
宝鸡,0917,1364917,中国移动,陕西,721000,"GSM
"
咸阳,0910,1364918,中国移动,陕西,712000,"GSM
"
,,,,,,
沈阳,024,1364400,中国移动,辽宁,110000,"GSM
"
沈阳,024,1364401,中国移动,辽宁,110000,"GSM
"
沈阳,024,1364402,中国移动,辽宁,110000,"GSM
"
沈阳,024,1364403,中国移动,辽宁,110000,"GSM
"
沈阳,024,1364404,中国移动,辽宁,110000,"GSM
"
沈阳,024,1364405,中国移动,辽宁,110000,"GSM
"
沈阳,024,1364406,中国移动,辽宁,110000,"GSM
"
沈阳,024,1364407,中国移动,辽宁,110000,"GSM
"
大连,0411,1364408,中国移动,辽宁,116000,"GSM
"
,,,,,,
海北州,0970,1364970,中国移动,青海,812200,"GSM
"
海东地区,0972,1364971,中国移动,青海,810600,"GSM
"
海东地区,0972,1364972,中国移动,青海,810600,"GSM
"
海东地区,0972,1364973,中国移动,青海,810600,"GSM
"
北京,010,1361131,中国移动,北京,100000,"GSM
"
北京,010,1361132,中国移动,北京,100000,"GSM
"
北京,010,1361133,中国移动,北京,100000,"GSM
"
北京,010,1361134,中国移动,北京,100000,"GSM
"
北京,010,1361135,中国移动,北京,100000,"GSM
"
北京,010,1361136,中国移动,北京,100000,"GSM
"
北京,010,1361137,中国移动,北京,100000,"GSM
"
北京,010,1361138,中国移动,北京,100000,"GSM
"
北京,010,1361139,中国移动,北京,100000,"GSM
"
上海,021,1361197,中国移动,上海,200000,"GSM
"
上海,021,1361198,中国移动,上海,200000,"GSM
"
上海,021,1361199,中国移动,上海,200000,"GSM
"
广州,020,1363234,中国移动,广东,510000,"GSM
"
广州,020,1363235,中国移动,广东,510000,"GSM
"
广州,020,1363236,中国移动,广东,510000,"GSM
"
广州,020,1363237,中国移动,广东,510000,"GSM
"
广州,020,1363238,中国移动,广东,510000,"GSM
"
广州,020,1363239,中国移动,广东,510000,"GSM
"
广州,020,1363240,中国移动,广东,510000,"GSM
"
广州,020,1363241,中国移动,广东,510000,"GSM
"
广州,020,1363242,中国移动,广东,510000,"GSM
"
福州,0591,1364503,中国移动,福建,350000,"GSM
"
福州,0591,1364504,中国移动,福建,350000,"GSM
"
福州,0591,1364505,中国移动,福建,350000,"GSM
"
福州,0591,1364506,中国移动,福建,350000,"GSM
"
福州,0591,1364507,中国移动,福建,350000,"GSM
"
福州,0591,1364508,中国移动,福建,350000,"GSM
"
福州,0591,1364509,中国移动,福建,350000,"GSM
"
泉州,0595,1364590,中国移动,福建,362000,"GSM
"
泉州,0595,1364591,中国移动,福建,362000,"GSM
"
泉州,0595,1364592,中国移动,福建,362000,"GSM
"
泉州,0595,1364593,中国移动,福建,362000,"GSM
"
泉州,0595,1364594,中国移动,福建,362000,"GSM
"
铜川,0919,1364919,中国移动,陕西,727000,"GSM
"
西安,029,1364920,中国移动,陕西,710000,"GSM
"
西安,029,1364921,中国移动,陕西,710000,"GSM
"
榆林,0912,1364922,中国移动,陕西,719000,"GSM
"
西安,029,1364923,中国移动,陕西,710000,"GSM
"
西安,029,1364924,中国移动,陕西,710000,"GSM
"
西安,029,1364925,中国移动,陕西,710000,"GSM
"
西安,029,1364926,中国移动,陕西,710000,"GSM
"
西安,029,1364927,中国移动,陕西,710000,"GSM
"
西安,029,1364928,中国移动,陕西,710000,"GSM
"
西安,029,1364929,中国移动,陕西,710000,"GSM
"
大连,0411,1364409,中国移动,辽宁,116000,"GSM
"
铁岭,0410,1364410,中国移动,辽宁,112000,"GSM
"
大连,0411,1364411,中国移动,辽宁,116000,"GSM
"
鞍山,0412,1364412,中国移动,辽宁,114000,"GSM
"
抚顺,0413,1364413,中国移动,辽宁,113000,"GSM
"
本溪,0414,1364414,中国移动,辽宁,117000,"GSM
"
丹东,0415,1364415,中国移动,辽宁,118000,"GSM
"
锦州,0416,1364416,中国移动,辽宁,121000,"GSM
"
营口,0417,1364417,中国移动,辽宁,115000,"GSM
"
阜新,0418,1364418,中国移动,辽宁,123000,"GSM
"
辽阳,0419,1364419,中国移动,辽宁,111000,"GSM
"
鞍山,0412,1364420,中国移动,辽宁,114000,"GSM
"
海南州,0974,1364974,中国移动,青海,813000,"GSM
"
果洛州,0975,1364975,中国移动,青海,814000,"GSM
"
玉树州,0976,1364976,中国移动,青海,815000,"GSM
"
海南州,0974,1364977,中国移动,青海,813000,"GSM
"
海东地区,0972,1364978,中国移动,青海,810600,"GSM
"
海东地区,0972,1364979,中国移动,青海,810600,"GSM
"
,,,,,,
拉萨,0891,1364890,中国移动,西藏,850000,"GSM
"
拉萨,0891,1364891,中国移动,西藏,850000,"GSM
"
日喀则,0892,1364892,中国移动,西藏,857000,"GSM
"
山南,0893,1364893,中国移动,西藏,856000,"GSM
"
林芝,0894,1364894,中国移动,西藏,860000,"GSM
"
昌都,0895,1364895,中国移动,西藏,854000,"GSM
"
那曲,0896,1364896,中国移动,西藏,852000,"GSM
"
阿里,0897,1364897,中国移动,西藏,859000,"GSM
"
,,,,,,
白银,0943,1364930,中国移动,甘肃,730900,"GSM
"
兰州,0931,1364931,中国移动,甘肃,730000,"GSM
"
定西,0932,1364932,中国移动,甘肃,743000,"GSM
"
平凉,0933,1364933,中国移动,甘肃,744000,"GSM
"
庆阳,0934,1364934,中国移动,甘肃,745100,"GSM
"
金昌／武威,0935,1364935,中国移动,甘肃,737100,"GSM
"
张掖,0936,1364936,中国移动,甘肃,734000,"GSM
"
嘉峪关,0937,1364937,中国移动,甘肃,735100,"GSM
"
天水,0938,1364938,中国移动,甘肃,741000,"GSM
"
陇南,0939,1364939,中国移动,甘肃,764000,"GSM
"
,,,,,,
贵阳,0851,1364850,中国移动,贵州,550000,"GSM
"
贵阳,0851,1364851,中国移动,贵州,550000,"GSM
"
遵义,0852,1364852,中国移动,贵州,563000,"GSM
"
安顺,0853,1364853,中国移动,贵州,561000,"GSM
"
广州,020,1363243,中国移动,广东,510000,"GSM
"
广州,020,1363244,中国移动,广东,510000,"GSM
"
广州,020,1363245,中国移动,广东,510000,"GSM
"
广州,020,1363246,中国移动,广东,510000,"GSM
"
广州,020,1363247,中国移动,广东,510000,"GSM
"
广州,020,1363248,中国移动,广东,510000,"GSM
"
广州,020,1363249,中国移动,广东,510000,"GSM
"
深圳,0755,1363250,中国移动,广东,518000,"GSM
"
深圳,0755,1363251,中国移动,广东,518000,"GSM
"
深圳,0755,1363252,中国移动,广东,518000,"GSM
"
深圳,0755,1363253,中国移动,广东,518000,"GSM
"
泉州,0595,1364595,中国移动,福建,362000,"GSM
"
泉州,0595,1364596,中国移动,福建,362000,"GSM
"
泉州,0595,1364597,中国移动,福建,362000,"GSM
"
泉州,0595,1364598,中国移动,福建,362000,"GSM
"
泉州,0595,1364599,中国移动,福建,362000,"GSM
"
厦门,0592,1364600,中国移动,福建,361000,"GSM
"
朝阳,0421,1364421,中国移动,辽宁,122000,"GSM
"
鞍山,0412,1364422,中国移动,辽宁,114000,"GSM
"
大连,0411,1364423,中国移动,辽宁,116000,"GSM
"
大连,0411,1364424,中国移动,辽宁,116000,"GSM
"
大连,0411,1364425,中国移动,辽宁,116000,"GSM
"
大连,0411,1364426,中国移动,辽宁,116000,"GSM
"
大连,0411,1364427,中国移动,辽宁,116000,"GSM
"
大连,0411,1364428,中国移动,辽宁,116000,"GSM
"
葫芦岛,0429,1364429,中国移动,辽宁,125000,"GSM
"
沈阳,024,1364490,中国移动,辽宁,110000,"GSM
"
大连,0411,1364491,中国移动,辽宁,116000,"GSM
"
,,,,,,
广州,020,1361000,中国移动,广东,510000,"GSM
"
广州,020,1361001,中国移动,广东,510000,"GSM
"
广州,020,1361002,中国移动,广东,510000,"GSM
"
拉萨,0891,1364898,中国移动,西藏,850000,"GSM
"
拉萨,0891,1364899,中国移动,西藏,850000,"GSM
"
都匀（黔南）,0854,1364854,中国移动,贵州,558000,"GSM
"
凯里（黔东南）,0855,1364855,中国移动,贵州,556000,"GSM
"
铜仁,0856,1364856,中国移动,贵州,554300,"GSM
"
毕节,0857,1364857,中国移动,贵州,551700,"GSM
"
六盘水,0858,1364858,中国移动,贵州,553000,"GSM
"
兴义（黔西南）,0859,1364859,中国移动,贵州,562400,"GSM
"
深圳,0755,1363254,中国移动,广东,518000,"GSM
"
深圳,0755,1363255,中国移动,广东,518000,"GSM
"
深圳,0755,1363256,中国移动,广东,518000,"GSM
"
深圳,0755,1363257,中国移动,广东,518000,"GSM
"
深圳,0755,1363258,中国移动,广东,518000,"GSM
"
深圳,0755,1363259,中国移动,广东,518000,"GSM
"
深圳,0755,1363260,中国移动,广东,518000,"GSM
"
深圳,0755,1363261,中国移动,广东,518000,"GSM
"
深圳,0755,1363262,中国移动,广东,518000,"GSM
"
深圳,0755,1363263,中国移动,广东,518000,"GSM
"
厦门,0592,1364601,中国移动,福建,361000,"GSM
"
厦门,0592,1364602,中国移动,福建,361000,"GSM
"
厦门,0592,1364603,中国移动,福建,361000,"GSM
"
漳州,0596,1364604,中国移动,福建,363000,"GSM
"
漳州,0596,1364605,中国移动,福建,363000,"GSM
"
漳州,0596,1364606,中国移动,福建,363000,"GSM
"
漳州,0596,1364607,中国移动,福建,363000,"GSM
"
漳州,0596,1364608,中国移动,福建,363000,"GSM
"
漳州,0596,1364609,中国移动,福建,363000,"GSM
"
三明,0598,1364690,中国移动,福建,365000,"GSM
"
三明,0598,1364691,中国移动,福建,365000,"GSM
"
龙岩,0597,1364692,中国移动,福建,364000,"GSM
"
鞍山,0412,1364492,中国移动,辽宁,114000,"GSM
"
大连,0411,1364493,中国移动,辽宁,116000,"GSM
"
大连,0411,1364494,中国移动,辽宁,116000,"GSM
"
大连,0411,1364495,中国移动,辽宁,116000,"GSM
"
大连,0411,1364496,中国移动,辽宁,116000,"GSM
"
沈阳,024,1364497,中国移动,辽宁,110000,"GSM
"
大连,0411,1364498,中国移动,辽宁,116000,"GSM
"
沈阳,024,1364499,中国移动,辽宁,110000,"GSM
"
广州,020,1361003,中国移动,广东,510000,"GSM
"
广州,020,1361004,中国移动,广东,510000,"GSM
"
广州,020,1361005,中国移动,广东,510000,"GSM
"
广州,020,1361006,中国移动,广东,510000,"GSM
"
广州,020,1361007,中国移动,广东,510000,"GSM
"
广州,020,1361008,中国移动,广东,510000,"GSM
"
深圳,0755,1363264,中国移动,广东,518000,"GSM
"
深圳,0755,1363265,中国移动,广东,518000,"GSM
"
深圳,0755,1363266,中国移动,广东,518000,"GSM
"
深圳,0755,1363267,中国移动,广东,518000,"GSM
"
深圳,0755,1363268,中国移动,广东,518000,"GSM
"
深圳,0755,1363269,中国移动,广东,518000,"GSM
"
深圳,0755,1363270,中国移动,广东,518000,"GSM
"
深圳,0755,1363271,中国移动,广东,518000,"GSM
"
深圳,0755,1363272,中国移动,广东,518000,"GSM
"
深圳,0755,1363273,中国移动,广东,518000,"GSM
"
深圳,0755,1363274,中国移动,广东,518000,"GSM
"
龙岩,0597,1364693,中国移动,福建,364000,"GSM
"
宁德,0593,1364694,中国移动,福建,352100,"GSM
"
宁德,0593,1364695,中国移动,福建,352100,"GSM
"
南平,0599,1364696,中国移动,福建,353000,"GSM
"
南平,0599,1364697,中国移动,福建,353000,"GSM
"
莆田,0594,1364698,中国移动,福建,351100,"GSM
"
莆田,0594,1364699,中国移动,福建,351100,"GSM
"
广州,020,1361009,中国移动,广东,510000,"GSM
"
广州,020,1361010,中国移动,广东,510000,"GSM
"
广州,020,1361011,中国移动,广东,510000,"GSM
"
广州,020,1361012,中国移动,广东,510000,"GSM
"
广州,020,1361013,中国移动,广东,510000,"GSM
"
广州,020,1361014,中国移动,广东,510000,"GSM
"
广州,020,1361015,中国移动,广东,510000,"GSM
"
深圳,0755,1363275,中国移动,广东,518000,"GSM
"
深圳,0755,1363276,中国移动,广东,518000,"GSM
"
深圳,0755,1363277,中国移动,广东,518000,"GSM
"
深圳,0755,1363278,中国移动,广东,518000,"GSM
"
深圳,0755,1363279,中国移动,广东,518000,"GSM
"
深圳,0755,1363280,中国移动,广东,518000,"GSM
"
深圳,0755,1363281,中国移动,广东,518000,"GSM
"
深圳,0755,1363282,中国移动,广东,518000,"GSM
"
深圳,0755,1363283,中国移动,广东,518000,"GSM
"
深圳,0755,1363284,中国移动,广东,518000,"GSM
"
深圳,0755,1363285,中国移动,广东,518000,"GSM
"
,,,,,,
岳阳,0730,1364730,中国移动,湖南,414000,"GSM
"
长沙,0731,1364731,中国移动,湖南,410000,"GSM
"
湘潭,0732,1364732,中国移动,湖南,411100,"GSM
"
株洲,0733,1364733,中国移动,湖南,412000,"GSM
"
衡阳,0734,1364734,中国移动,湖南,421000,"GSM
"
郴州,0735,1364735,中国移动,湖南,423000,"GSM
"
常德,0736,1364736,中国移动,湖南,415000,"GSM
"
益阳,0737,1364737,中国移动,湖南,413000,"GSM
"
,,,,,,
衢州,0570,1364570,中国移动,浙江,324000,"GSM
"
