salary,area,age,sex,job,date,exper,company
4000-5000元,浙江金华,20岁-35岁,不限,"
                        日化业务员
            ",2017-10-18,四年以上,"
            金华市婺城区俞礼冕日用百货商行
            "
3000-4000元,浙江金华,18岁-40岁,女,"
                        仓库打单文员
            ",2017-10-18,二年以上,"
            金华市婺城区俞礼冕日用百货商行
            "
4000-5000元,浙江金华,22岁-40岁,男,"
                        驾驶员
            ",2017-10-18,三年以上,"
            金华市婺城区俞礼冕日用百货商行
            "
10000-15000元,浙江金华义乌市,不限,不限,"
                        销售经理（英孚教育）
            ",2017-10-18,不限,"
            EF英孚教育金华、义乌学校
            "
15000-20000元,浙江金华义乌市,不限,不限,"
                        校长助理（英孚教育）
            ",2017-10-18,不限,"
            EF英孚教育金华、义乌学校
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        淘宝客服
            ",2017-10-18,一年以上,"
            金华市同乐玩具厂
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        淘宝打单售后
            ",2017-10-18,不限,"
            金华市同乐玩具厂
            "
（面谈）元,浙江金华婺城区,22岁以上,女,"
                        淘宝编辑
            ",2017-10-18,不限,"
            金华市同乐玩具厂
            "
6000-8000元,浙江金华永康市,23岁-53岁,男,"
                        自动覆膜机/机长
            ",2017-10-18,一年以上,"
            义乌润泰包装材料有限公司
            "
（面谈）元,浙江金华义乌市,30岁-55岁,男,"
                        机修
            ",2017-10-18,不限,"
            义乌润泰包装材料有限公司
            "
（面谈）元,浙江金华,25岁-50岁,不限,"
                        会计
            ",2017-10-18,三年以上,"
            义乌润泰包装材料有限公司
            "
6000-8000元,浙江金华,不限,不限,"
                        Web前端开发
            ",2017-10-18,一年以上,"
            金华腾云科技有限公司
            "
6000-8000元,浙江金华,25岁以上,不限,"
                        ASP.NET开发工程师
            ",2017-10-18,三年以上,"
            金华腾云科技有限公司
            "
10000-15000元,浙江金华,不限,不限,"
                        Java后台开发工程师
            ",2017-10-18,三年以上,"
            金华腾云科技有限公司
            "
5000-6000元,浙江金华,18岁-35岁,不限,"
                        电信营业厅销售精英
            ",2017-10-18,不限,"
            浙江省邮电器材公司金华营销分公司
            "
4000-5000元,浙江金华,不限,不限,"
                        营业员
            ",2017-10-18,不限,"
            浙江省邮电器材公司金华营销分公司
            "
（面谈）元,浙江金华,不限,不限,"
                        主办会计
            ",2017-10-18,三年以上,"
            金华达亮液压件厂
            "
（面谈）元,浙江金华,30岁-40岁,不限,"
                        生产厂长
            ",2017-10-18,五年以上,"
            金华达亮液压件厂
            "
（面谈）元,浙江金华,不限,不限,"
                        机械设计
            ",2017-10-18,不限,"
            金华达亮液压件厂
            "
5000-6000元,浙江金华婺城区,20岁-30岁,不限,"
                        互联网销售
            ",2017-10-18,不限,"
            中企动力科技股份有限公司金华分公司
            "
6000-8000元,浙江金华,不限,不限,"
                        销售代表
            ",2017-10-18,不限,"
            中企动力科技股份有限公司金华分公司
            "
6000-8000元,浙江金华,21岁-27岁,不限,"
                        储备干部
            ",2017-10-18,不限,"
            中企动力科技股份有限公司金华分公司
            "
（面谈）元,浙江金华义乌市,20岁-25岁,不限,"
                        实习销售工程师（义乌）
            ",2017-10-18,不限,"
            上海震旦办公自动化销售有限公司
            "
4000-5000元,浙江金华义乌市,不限,不限,"
                        普工
            ",2017-10-18,不限,"
            义乌市东发金属制品有限公司
            "
4000-5000元,浙江金华义乌市,28岁-45岁,不限,"
                        挫锋工（刮毛刺）
            ",2017-10-18,不限,"
            义乌市东发金属制品有限公司
            "
（面谈）元,浙江金华婺城区,28岁-45岁,不限,"
                        会计
            ",2017-10-18,二年以上,"
            金华市雅芬旅行用品有限公司
            "
（面谈）元,浙江金华婺城区,不限,不限,"
                        外贸业务员
            ",2017-10-18,不限,"
            金华市雅芬旅行用品有限公司
            "
3000-4000元,浙江金华义乌市,30岁-45岁,男,"
                        送货员
            ",2017-10-18,一年以上,"
            义乌市千味行食品有限公司
            "
（面谈）元,浙江金华义乌市,30岁-40岁,不限,"
                        业务员/综合管理人员
            ",2017-10-18,不限,"
            义乌市千味行食品有限公司
            "
（面谈）元,浙江金华义乌市,25岁-45岁,男,"
                        送货司机
            ",2017-10-18,二年以上,"
            义乌市千味行食品有限公司
            "
4000-5000元,浙江金华金东,不限,不限,"
                        线下推广专员（英孚教育）
            ",2017-10-18,不限,"
            EF英孚教育金华、义乌学校
            "
4000-5000元,浙江金华义乌市,不限,不限,"
                        网络推广专员（英孚教育）
            ",2017-10-18,不限,"
            EF英孚教育金华、义乌学校
            "
4000-5000元,浙江金华义乌市,不限,不限,"
                        市场策划专员（英孚教育）
            ",2017-10-18,不限,"
            EF英孚教育金华、义乌学校
            "
